Unnamed: 0,Overall_Rating,Type Of Traveller,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
22073,1,Family Leisure,Economy Class,1.0,2.0,,1.0,,,1.0,no
22074,3,Solo Leisure,Economy Class,3.0,3.0,2.0,1.0,,,1.0,no
22075,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,1.0,1.0,1.0,no
22076,1,Family Leisure,Economy Class,,,,1.0,,,1.0,no
22077,1,Couple Leisure,Economy Class,,,,,,,1.0,no
22078,2,Couple Leisure,Economy Class,2.0,1.0,,1.0,,,2.0,no
22079,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22080,1,Family Leisure,Economy Class,,,,,,,1.0,no
22081,1,Couple Leisure,Economy Class,,,,,,,1.0,no
22082,1,Solo Leisure,Economy Class,,,,,,,1.0,no
22083,1,Family Leisure,Economy Class,,,,,,,1.0,no
22084,1,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,,1.0,no
22085,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22086,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22087,1,Family Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
22088,1,Couple Leisure,Economy Class,3.0,4.0,,1.0,,,1.0,no
22089,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22090,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22091,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22092,1,Couple Leisure,Economy Class,2.0,1.0,,1.0,,,1.0,no
22093,6,Couple Leisure,Economy Class,2.0,4.0,4.0,3.0,,,4.0,yes
22094,1,Solo Leisure,Economy Class,2.0,2.0,2.0,1.0,1.0,2.0,1.0,no
22095,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22096,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22097,1,Couple Leisure,Economy Class,1.0,1.0,,2.0,,,1.0,no
22098,1,Couple Leisure,Economy Class,,,,1.0,,,1.0,no
22099,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22100,1,Solo Leisure,Economy Class,,,,,,,1.0,no
22101,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22102,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22103,1,Family Leisure,Economy Class,2.0,1.0,,1.0,,,1.0,no
22104,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22105,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
22106,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
22107,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22108,2,Business,Economy Class,,,,1.0,,,1.0,no
22109,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22110,1,Family Leisure,Economy Class,1.0,2.0,1.0,1.0,,,1.0,no
22111,1,Solo Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,,1.0,no
22112,1,Solo Leisure,Economy Class,,,,1.0,,,1.0,no
22113,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22114,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22115,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22116,2,Couple Leisure,Economy Class,2.0,4.0,,1.0,,,3.0,no
22117,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22118,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22119,1,Couple Leisure,Economy Class,2.0,1.0,,1.0,,,1.0,no
22120,1,Family Leisure,Economy Class,,,,1.0,,,1.0,no
22121,8,Solo Leisure,Economy Class,4.0,4.0,,5.0,,,5.0,yes
22122,1,Solo Leisure,Economy Class,,,,,,,1.0,no
22123,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,4.0,no
22124,1,Solo Leisure,Premium Economy,5.0,5.0,,5.0,,5.0,5.0,yes
22125,1,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22126,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22127,2,Solo Leisure,Economy Class,1.0,3.0,2.0,1.0,,,2.0,no
22128,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22129,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22130,1,Family Leisure,Economy Class,1.0,2.0,2.0,1.0,1.0,3.0,1.0,no
22131,1,Family Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,2.0,no
22132,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22133,1,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,,,5.0,yes
22134,8,Couple Leisure,Economy Class,3.0,5.0,,4.0,,,5.0,yes
22135,2,Couple Leisure,Economy Class,4.0,5.0,3.0,1.0,,4.0,2.0,no
22136,1,Couple Leisure,Economy Class,3.0,5.0,5.0,5.0,,,5.0,yes
22137,1,Business,Economy Class,1.0,2.0,,1.0,,,1.0,no
22138,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22139,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22140,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22141,8,Solo Leisure,Economy Class,3.0,3.0,,5.0,,,5.0,yes
22142,1,Family Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,,1.0,no
22143,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22144,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22145,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22146,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22147,1,Family Leisure,Economy Class,1.0,1.0,2.0,1.0,1.0,,1.0,no
22148,1,Business,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
22149,1,Family Leisure,Economy Class,2.0,2.0,,1.0,,,1.0,no
22150,2,Solo Leisure,Economy Class,2.0,1.0,1.0,2.0,1.0,1.0,1.0,no
22151,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22152,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no
22153,1,Couple Leisure,Economy Class,1.0,2.0,,1.0,,,3.0,no
22154,1,Solo Leisure,Economy Class,5.0,1.0,,1.0,,,1.0,no
22155,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22156,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22157,1,Couple Leisure,Premium Economy,1.0,1.0,,1.0,,,1.0,no
22158,1,Family Leisure,Economy Class,3.0,2.0,2.0,2.0,1.0,1.0,3.0,no
22159,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22160,1,Business,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
22161,7,Solo Leisure,Economy Class,2.0,5.0,2.0,5.0,,,5.0,yes
22162,1,Couple Leisure,Economy Class,1.0,1.0,2.0,1.0,1.0,1.0,1.0,no
22163,1,Solo Leisure,Economy Class,5.0,5.0,1.0,5.0,1.0,1.0,5.0,yes
22164,1,Family Leisure,Premium Economy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22165,9,Family Leisure,Economy Class,3.0,5.0,5.0,5.0,3.0,4.0,5.0,yes
22166,1,Solo Leisure,Economy Class,,,,,,,1.0,no
22167,1,Family Leisure,Economy Class,,,,,,,1.0,no
22168,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22169,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22170,8,Family Leisure,Economy Class,5.0,5.0,,5.0,,,5.0,yes
22171,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22172,1,Family Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no
22173,1,Family Leisure,Economy Class,1.0,1.0,,1.0,1.0,1.0,1.0,no
22174,1,Family Leisure,Economy Class,,,,1.0,,,1.0,no
22175,1,Family Leisure,Economy Class,1.0,1.0,1.0,3.0,1.0,1.0,2.0,no
22176,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
22177,1,Solo Leisure,Business Class,1.0,1.0,1.0,1.0,1.0,,1.0,no
22178,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22179,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22180,1,Solo Leisure,Economy Class,2.0,1.0,,1.0,,,1.0,no
22181,1,Couple Leisure,Economy Class,,,,,,,1.0,no
22182,1,Business,Economy Class,,,,,,,1.0,no
22183,1,Solo Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
22184,1,Family Leisure,Economy Class,,,,1.0,,,1.0,no
22185,1,Family Leisure,Economy Class,,,,1.0,,,1.0,no
22186,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22187,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22188,1,Couple Leisure,Economy Class,1.0,2.0,1.0,1.0,,,1.0,no
22189,1,Couple Leisure,Economy Class,,,,1.0,,,1.0,no
22190,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22191,1,Family Leisure,Economy Class,,,,,,,1.0,no
22192,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22193,1,Business,Premium Economy,1.0,1.0,,1.0,,,1.0,no
22194,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22195,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22196,9,Solo Leisure,First Class,2.0,5.0,2.0,5.0,,,4.0,yes
22197,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22198,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22199,1,Couple Leisure,Premium Economy,2.0,1.0,1.0,1.0,,,1.0,no
22200,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22201,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22202,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22203,1,Couple Leisure,Economy Class,,,,1.0,,,1.0,no
22204,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,1.0,1.0,1.0,no
22205,1,Solo Leisure,Economy Class,2.0,3.0,1.0,1.0,,,1.0,no
22206,1,Couple Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22207,1,Couple Leisure,Economy Class,,,,1.0,,,1.0,no
22208,1,Family Leisure,Economy Class,1.0,2.0,1.0,1.0,,,1.0,no
22209,1,Solo Leisure,Economy Class,,,,1.0,,,1.0,no
22210,1,Family Leisure,Economy Class,3.0,3.0,,1.0,,,3.0,no
22211,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22212,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22213,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22214,2,Family Leisure,Economy Class,1.0,4.0,,1.0,,,4.0,no
22215,1,Solo Leisure,Economy Class,,,,1.0,,,1.0,no
22216,1,Couple Leisure,Economy Class,,,,,,,1.0,no
22217,1,Solo Leisure,Economy Class,,,,1.0,,,1.0,no
22218,1,Couple Leisure,Economy Class,1.0,2.0,,1.0,,,2.0,no
22219,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22220,1,Family Leisure,Economy Class,,,,,,,1.0,no
22221,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
22222,1,Business,Economy Class,1.0,1.0,,1.0,1.0,1.0,1.0,no
22223,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22224,1,Solo Leisure,Economy Class,2.0,1.0,,1.0,,,1.0,no
22225,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22226,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22227,1,Solo Leisure,Economy Class,5.0,5.0,,5.0,,,5.0,yes
22228,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,2.0,no
22229,1,Solo Leisure,Economy Class,1.0,2.0,,1.0,1.0,1.0,1.0,no
22230,1,Business,Economy Class,2.0,1.0,1.0,1.0,,,1.0,no
22231,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
22232,1,Solo Leisure,Economy Class,1.0,2.0,,1.0,,,1.0,no
22233,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22234,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22235,1,Solo Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,2.0,no
22236,1,Family Leisure,Economy Class,2.0,2.0,,1.0,,,1.0,no
22237,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22238,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22239,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22240,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,2.0,no
22241,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,,1.0,no
22242,1,Couple Leisure,Economy Class,,,,1.0,,,1.0,no
22243,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22244,1,Solo Leisure,Economy Class,3.0,1.0,,1.0,,,3.0,no
22245,1,Couple Leisure,Economy Class,2.0,1.0,1.0,1.0,,,1.0,no
22246,3,Couple Leisure,Economy Class,3.0,3.0,3.0,1.0,3.0,3.0,1.0,no
22247,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22248,1,Business,Economy Class,2.0,1.0,1.0,1.0,,,1.0,no
22249,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
22250,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22251,1,Solo Leisure,Economy Class,2.0,1.0,,1.0,,,1.0,no
22252,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
22253,1,Solo Leisure,Economy Class,,,,1.0,,,1.0,no
22254,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22255,1,Solo Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,,1.0,no
22256,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22257,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22258,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,,,1.0,no
22259,1,Couple Leisure,Economy Class,3.0,1.0,2.0,1.0,1.0,1.0,3.0,no
22260,1,Solo Leisure,Economy Class,4.0,4.0,1.0,4.0,,,5.0,yes
22261,2,Couple Leisure,Economy Class,3.0,3.0,,2.0,,,3.0,yes
22262,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
22263,2,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22264,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22265,7,Solo Leisure,Economy Class,4.0,4.0,2.0,3.0,,,5.0,yes
22266,2,Solo Leisure,Economy Class,1.0,1.0,,1.0,1.0,,4.0,no
22267,8,Business,Economy Class,3.0,4.0,3.0,4.0,,,4.0,yes
22268,1,Solo Leisure,Economy Class,,,,1.0,,,1.0,no
22269,1,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,,,5.0,yes
22270,1,Business,Economy Class,4.0,5.0,5.0,5.0,,,5.0,yes
22271,7,Solo Leisure,Economy Class,3.0,5.0,2.0,3.0,,,1.0,no
22272,1,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,,,5.0,yes
22273,8,,Economy Class,,,,,,,4.0,yes
22274,6,,Economy Class,,,,,,,4.0,yes
22275,8,,Economy Class,,,,,,,4.0,yes
22276,7,,Business Class,,,,,,,4.0,yes
22277,3,,Business Class,,,,,,,4.0,yes
22278,3,,,,,,,,,,no
22279,4,,,,,,,,,,no
22280,4,,,,,,,,,,no
22281,5,,,,,,,,,,no
22282,5,,,,,,,,,,no
22283,5,,,,,,,,,,no
22284,5,,,,,,,,,,no
22285,5,,,,,,,,,,no
22286,5,,,,,,,,,,no
22287,5,,,,,,,,,,no
22288,5,,,,,,,,,,no
22289,4,,,,,,,,,,no
22290,4,,,,,,,,,,no
22291,4,,,,,,,,,,no
22292,4,,,,,,,,,,no
22293,5,,,,,,,,,,no
22294,5,,,,,,,,,,no
22295,5,,,,,,,,,,no
22296,5,,,,,,,,,,no
22297,5,,,,,,,,,,no
22298,5,,,,,,,,,,no
22299,n,,,,,,,,,,no
22300,n,,,,,,,,,,no
22301,n,,,,,,,,,,no
22302,n,,,,,,,,,,no
22303,n,,,,,,,,,,no
22304,n,,,,,,,,,,no
22305,n,,,,,,,,,,no
22306,n,,,,,,,,,,no
22307,n,,,,,,,,,,no
22308,n,,,,,,,,,,no
22309,n,,,,,,,,,,no
22310,n,,,,,,,,,,no
22311,n,,,,,,,,,,no
22312,n,,,,,,,,,,no
22313,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22314,3,Solo Leisure,Economy Class,2.0,3.0,,2.0,,,1.0,no
22315,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22316,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22317,1,Solo Leisure,Economy Class,2.0,3.0,,1.0,,1.0,1.0,no
22318,2,Couple Leisure,Economy Class,2.0,1.0,1.0,2.0,,,2.0,no
22319,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
22320,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22321,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,,1.0,1.0,no
22322,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22323,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22324,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
22325,2,Couple Leisure,Economy Class,2.0,2.0,2.0,1.0,,,3.0,no
22326,1,Business,Economy Class,,,,1.0,,,1.0,no
22327,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,2.0,1.0,no
22328,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22329,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22330,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,4.0,no
22331,1,Family Leisure,Economy Class,3.0,2.0,1.0,1.0,1.0,1.0,1.0,no
22332,1,Couple Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no
22333,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
22334,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22335,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22336,1,Family Leisure,Economy Class,2.0,2.0,,1.0,,,1.0,no
22337,1,Family Leisure,Economy Class,,,,,,,1.0,no
22338,1,Family Leisure,Economy Class,2.0,,,1.0,,,1.0,no
22339,1,Business,Economy Class,1.0,1.0,,1.0,,,1.0,no
22340,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22341,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22342,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22343,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22344,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22345,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22346,1,Couple Leisure,Economy Class,2.0,3.0,,1.0,,,2.0,no
22347,2,Family Leisure,Economy Class,1.0,1.0,2.0,2.0,1.0,1.0,1.0,no
22348,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22349,1,Solo Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no
22350,1,Business,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22351,9,Family Leisure,Economy Class,5.0,5.0,,5.0,,,5.0,yes
22352,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
22353,1,Couple Leisure,Economy Class,2.0,1.0,2.0,1.0,1.0,1.0,2.0,no
22354,1,Business,Economy Class,2.0,3.0,1.0,3.0,1.0,2.0,2.0,no
22355,2,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22356,2,Business,Economy Class,2.0,4.0,1.0,1.0,,,1.0,no
22357,1,Family Leisure,Economy Class,3.0,4.0,,1.0,,1.0,1.0,no
22358,1,Couple Leisure,Economy Class,1.0,2.0,,1.0,,,1.0,no
22359,1,Family Leisure,Economy Class,1.0,4.0,1.0,1.0,,,1.0,no
22360,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22361,1,Business,Economy Class,2.0,2.0,,1.0,,,1.0,no
22362,1,Family Leisure,Economy Class,3.0,2.0,,1.0,,,3.0,no
22363,1,Family Leisure,Economy Class,,,,1.0,,,1.0,no
22364,1,Couple Leisure,Economy Class,,,,,,,1.0,no
22365,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
22366,1,Solo Leisure,Economy Class,1.0,1.0,,2.0,,,2.0,no
22367,1,Couple Leisure,Economy Class,,,,,,,1.0,no
22368,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22369,1,Family Leisure,Economy Class,2.0,2.0,3.0,1.0,,,1.0,no
22370,1,Family Leisure,Economy Class,1.0,,,2.0,,,2.0,no
22371,1,Family Leisure,Business Class,1.0,1.0,1.0,1.0,,,1.0,no
22372,1,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,4.0,no
22373,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22374,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22375,1,Couple Leisure,Economy Class,2.0,3.0,,1.0,,,1.0,no
22376,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22377,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22378,2,Family Leisure,Economy Class,2.0,4.0,1.0,1.0,,,3.0,no
22379,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22380,1,Solo Leisure,Economy Class,,,,1.0,,,1.0,no
22381,1,Family Leisure,Economy Class,,,,2.0,,,1.0,no
22382,1,Couple Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no
22383,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22384,7,Solo Leisure,Economy Class,3.0,3.0,3.0,3.0,,,3.0,yes
22385,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22386,1,Family Leisure,Premium Economy,1.0,1.0,,1.0,,,1.0,no
22387,1,Solo Leisure,Premium Economy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22388,1,Business,Economy Class,2.0,1.0,,1.0,,,1.0,no
22389,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22390,4,Solo Leisure,Economy Class,2.0,4.0,3.0,4.0,,,2.0,yes
22391,1,Family Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no
22392,1,Solo Leisure,Economy Class,2.0,3.0,1.0,1.0,1.0,1.0,2.0,no
22393,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,,1.0,no
22394,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22395,1,Family Leisure,Premium Economy,1.0,1.0,,1.0,,,1.0,no
22396,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22397,1,Solo Leisure,Economy Class,1.0,2.0,,2.0,,,1.0,no
22398,1,Couple Leisure,Economy Class,,,,1.0,,,1.0,no
22399,3,Couple Leisure,Economy Class,4.0,3.0,,3.0,,,3.0,no
22400,1,Couple Leisure,Economy Class,,,,,,,1.0,no
22401,1,Solo Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no
22402,1,Solo Leisure,Economy Class,1.0,2.0,2.0,1.0,,,1.0,no
22403,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22404,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22405,1,Couple Leisure,Economy Class,1.0,2.0,,2.0,,,1.0,no
22406,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22407,1,Family Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,1.0,yes
22408,1,Couple Leisure,Economy Class,1.0,2.0,,1.0,,,1.0,no
22409,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22410,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22411,1,Solo Leisure,Economy Class,5.0,5.0,,5.0,,,5.0,yes
22412,1,Family Leisure,Economy Class,,,,1.0,,,1.0,no
22413,1,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,,4.0,4.0,yes
22414,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22415,9,Couple Leisure,Economy Class,4.0,5.0,,4.0,,,4.0,yes
22416,8,Solo Leisure,Economy Class,4.0,5.0,4.0,4.0,3.0,3.0,5.0,yes
22417,1,Couple Leisure,Economy Class,5.0,5.0,,5.0,,2.0,5.0,yes
22418,1,Family Leisure,Economy Class,5.0,5.0,,5.0,,,5.0,no
22419,1,Couple Leisure,Economy Class,5.0,5.0,,5.0,,,5.0,yes
22420,1,Family Leisure,Economy Class,4.0,5.0,3.0,5.0,3.0,3.0,5.0,yes
22421,1,Couple Leisure,Economy Class,3.0,,,1.0,,,1.0,no
22422,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,2.0,no
22423,3,Solo Leisure,Economy Class,3.0,3.0,,1.0,2.0,,2.0,no
22424,1,Solo Leisure,Economy Class,3.0,3.0,,3.0,,,3.0,no
22425,8,Couple Leisure,Economy Class,4.0,4.0,2.0,3.0,2.0,4.0,4.0,yes
22426,9,Solo Leisure,Economy Class,5.0,5.0,,1.0,3.0,,5.0,yes
22427,9,Family Leisure,Economy Class,4.0,5.0,,4.0,,2.0,5.0,yes
